;date;text;link
68;2023-09-08 10:14:06;82 год назад в этот день началась блокада Ленинграда. За годы блокады, по послевоенным подсчетам, в осажденном городе погибло до полутора миллиона человек, умирали прежде всего от голода. Но ни ежедневные бомбардировки, ни страшный голод не сломили ленинградцев. Всю блокаду истощенные жители ходили на работу, трудились на заводах, даже в школах не прекращались занятия. Ленинградцы выстояли! Вечная память павшим, слава защитникам нашего города!  На фотографии трамвай, разбитый фугасной бомбой. Площадь Нахимсона (ныне Владимирская площадь)Дата снимка: 19 сентября 1941 года.;
69;2023-09-07 12:23:00;🍐 Висит груша — нельзя скушать Почти год назад в Сквере финансистов на Суворовском проспекте посадили саженец, а сегодня на нем выросла груша.Кстати, именно груша была изображена на фамильном гербе рода Алексея Васильева — первого в истории РФ министра финансов.;
70;2023-09-07 07:58:41;Классическая фотография из исторического центра Санкт-Петербурга;
71;2023-09-06 09:40:37;"Убиваемая безразличием красота!  Я посещаю почтовое отделение 25 по адресу Невский проспект д. 65, которое расположено в доме Рюль в стиле эклектики и меня всегда коробит и возмущает, почему следственные органы не возбудят уголовное дело по факту уничтожения памятника архитектуры?!; КГИОП не интересуется, кто и на каком основании испортил стены в доме-памятнике?  Каждый раз я вижу туристов, которые заходят и фотографируют парадную и ее декор! Неужели никого не заботит, что все это безбожно уничтожается !? Отправила обращения, не уверена в результате, но …";
72;2023-09-04 10:29:49;"Вчера во время проведения фестиваля ""День Д"" в честь Сергея Довлатова на улице Рубинштейна д. 23 организаторы фестиваля нашли портмоне с банковскими картами. Для возврата владельцу можно обратиться через сообщество фестиваля [club122715160|«День Д» | фестиваль Довлатова] или к [id1072940|Виктории Панфиловой].";
73;2023-09-04 06:36:33;Киносъёмки в Соляном переулке;
74;2023-09-03 14:20:59;Зачем создали Лиговский канал и что от него осталосьВ петровском время был прорыт Лиговский канал. Он был необходим для водоснабжения фонтанов Летнего сада. Новый выпуск краеведческого проекта «Ратная палата» рассказывает, как работала система, где через Фонтанку был акведук, где еще можно увидеть Лиговский канал и какие храмы стояли на берегу.  Летний сад изначально был задуман как сад фонтанов. Первые водометы появились не позднее 1708 года. Их приводила в действие водоподъемная машина на берегу Фонтанки, работала она при помощи лошадей. Но этого оказалось мало — масштабный проект требовал создания канала для подведения воды. Его решили проложить из Горелова. Место истока находилось близ нынешней Береговой улицы, где русло сохранилось до наших дней. Лиговским канал назвали по реке Лиге, ныне Черной, она использовалась для наполнения канала. В 1720-х канал был готов.Виктор Коренцвит, археолог, автор книги «Летний сад Петра Великого»: «Петр хотел таким образом удивить Европу. Удивительна была не красота фонтанов, а то, что они работали в низменности — непонятно, каким образом. Ради этого технического курьеза Петр и проложил канал. Строили его из Горелова, потому что это было самое высокое место, откуда ближе всего можно было привести речку Лигу в Петербург».  Канал подводил воду не к самому Летнему саду, а к накопительному бассейну, что находился на месте нынешнего Некрасовского сада. Именно оттуда шли трубы к фонтанам. Над Фонтанкой, на месте Пантелеймоновского моста, был сооружен акведук.  Фонтаны радовали глаз около полувека. Во время наводнения 1777 года они были разрушены и впоследствии не восстанавливались. Позднее, когда берега Фонтанки одевали в гранит, разобрали и акведук.  Система подвода воды включала в себя не только Лиговский канал и трубопровод до Летнего сада. Существовала еще открытая канава, по которой из бассейна излишки сбрасывались в Неву. Часть русла этой канавы повторяет Фонтанная улица.  Александр Потравнов, исследователь инженерно-технических объектов: «Когда вода не понадобилась для Летнего сада, то получилось, что весь объем воды стал пропадать впустую и потек в Неву. Как раз в это же время стал создаваться Таврический сад. Садовник Вильям Гульд решил использовать неожиданно свалившуюся удачу для формирования гидросистемы Таврического сада».  Фрагмент водосброса сохранился возле комплекса оранжерей. Канал длиной более 200 метров теперь является частью пруда. От других элементов водоема он отличается своей формой: он относительно прямой, а не извилистый.  Бесспорно, главным планировочным элементом Петербурга, сохраняющем память о Лиговском канале, служит Лиговский проспект. Он был проложен как набережная канала, поэтому трасса практически полностью повторяет русло.  Когда в первой половине XIX столетия стали строить Обводный канал, то воду Лиговского канала решили пустить прямо над Обводным по специальным лоткам в теле построенного тогда же моста-акведука.  Александр Потравнов, исследователь инженерно-технических объектов: «Он был однопролетный, арочный, арка была сложена из гранитного валуна. Сверху были сделаны деревянные конструкции, по бокам шли два лотка для воды — слева и справа, чтобы по центральной части могли проезжать телеги и ходили люди. Перед акведуком и за ним находились гранитные бассейны-отстойники, где вода набиралась. Этот мост просуществовал до 1840-х годов, пока его не перестроили капитально».  Наличие канала посередине Лиговского проспекта отражалось и в архитектуре. Одним из наиболее значимых памятников была Знаменская церковь. Она была построена в 1760-х годах в деревянном варианте, а в самом начале XIX века заменена каменным сооружением авторства Федора Демерцова. Крупный пятиглавый храм стал центральным зданием образовавшейся тут Знаменской площади. В 1955 году на его месте возвели павильон станции метро «Площадь Восстания». От храмового комплекса остался только дом причта на Лиговском проспекте (улица Восстания, 1, литера Б).  Другим храмом на берегу канала была Греческая церковь на одноименной площади. Она тоже не сохранилась: сейчас на ее месте стоит БКЗ «Октябрьский» (Лиговский проспект, 6).  Канал исчезал постепенно: сперва его обрезали до Обводного, затем — до Московских ворот. В 1960-х канал сократили до Краснопутиловской улицы, где русло соединили с рекой Красненькой. О том, как проходил канал на этом отрезке, напоминает железнодорожный мост в конце Митрофаньевского шоссе: под ним в прошлом и протекал Лиговский.В 2011 году в Летнем саду вновь заработали фонтаны. Повторно тянуть к ним канал не понадобилось — воду теперь подают по обычным городским трубам. Чаши новодельных фонтанов расположены выше исторических примерно на 60 сантиметров — таков культурный слой. Но на петровские тоже можно посмотреть — в специальном павильоне.Виктор Коренцвит, археолог, автор книги «Летний сад Петра Великого»: «Была идея музеефицировать один из двух фонтанов — или фонтан „Фаворитка“, или фонтан „Лакоста“. И тот и другой были раскопаны [археологами] полностью — „Фаворитку“ раскопали мы, а „Лакосту“ — [старший научный сотрудник Русского музея, археолог Николай] Новоселов. В итоге решили музеефицировать „Лакосту“.  Изначально, видимо, „Лакосту“ предполагалось сделать с двигающимися фигурками. Этот шут (Ян Лакоста был придворным шутом. — Прим. ред.) должен был вращать ручками и ножками. Но от этого отказались, и над чашей этого фонтана сделали новую чашу. Обе чаши сейчас можно разглядеть в павильоне».;
75;2023-09-02 11:33:03;Сильное ДТП в центре Петербурга: «Мерседес» и «Ларгус» вылетели на тротуарыСерьёзное ДТП произошло 2 сентября на пересечении улиц Дегтярной и Моисеенко в Центральном районе Петербурга. Легковые машины раскидало на противоположные тротуары: «Лада Ларгус» врезалась в светофор, а «Мерседес» остановился рядом с домом.«Водитель «Мерседеса», предварительно, двигался на зеленый, в него влетел водитель «Ля Моды»», — сообщает читатель «Фонтанки». По его словам, после ДТП скорая помощь увезла одну женщину, ещё одна женщина хромает. В здании, в которое влетел «Мерседес», проходят свадебные банкеты.Точные обстоятельства ДТП уточняются.  UPD: В ГУ МВД по Петербургу «Фонтанке» сообщили, что информации о пострадавших нет.;
76;2023-09-01 16:02:51;Сад-партер Смольного;
77;2023-09-01 11:26:48;Наши уважаемые жители! 🍀Поздравляем с Днём знаний!Детям - успехов, терпения, не унывать, когда, что-то не получается. Стремитесь и достигайте, ошибайтесь и исправляйте! Главное стать и быть хорошими, счастливыми людьми!Родителям - терпения и участия, школьные годы пройдут и станут детки взрослыми…;
78;2023-08-31 07:28:52;Кто ответит за гибель дерева и сколько будут закрывать глаза на этот бардак?!Посмотреть на скульптуру Чижика-Пыжика в Санкт-Петербурге приходит очень много туристов. Место на реке Фонтанке, у Михайловского замка и 1-го Инженерного моста всегда заполнено туристами.Лично меня удручает в каком состоянии тротуар Набережной реки Фонтанки от моста Белинского до Набережной реки Мойки. Во время осадков всё в грязной жиже, деревья гибнут, тротуар узкий и на нём практически не разойтись. Множество моих обращений результата не дали.Очень часто здесь хожу и заметила, что безответственная фирма по продаже экскурсий устроила свой офис на опоре возле дерева. На замечания - хамят. Сегодня обратила внимание, что дерево пропало, а наглый торговец экскурсиями стоит на том же месте. В очередной раз заплевал всё шелухой от семечек! Я не хочу видеть, как какой-то не совсем культурный человек «загадил» всё шелухой, я не хочу видеть, как устроили свой офис на месте загубленного дерева! Куда делось дерево? Где виновный и почему нет ответственности? Почему городские службы, должны убирать мусор,за такими фирмами ? Вопрос: почему власть считает, что такая мелочь недостойна внимания?Считаю, что власти Санкт-Петербурга, обязаны запретить этой фирме продавать экскурсии, если они считают своё поведение нормой!;
79;2023-08-30 19:39:47;"Мундепу из Владимирского округа не удалось сложить полномочияДепутат МО ""Владимирский округ"" Валерий Шапошников, как и планировал ранее, подал заявление о сложении полномочий. Этот вопрос обсуждали на заседании совета 30 августа. Разорвать отношения с муниципалитетом у Шапошникова не удалось - голосование не проводилось. Он планировал сдать мандат с начала лета, после того, как совет проголосовал за прекращение полномочий депутата Виталия Боваря*, активно выступающего с пацифистскими взглядами. Шапошников был одним из проголосовавших ""за"".  - Я не вижу пользы от себя, это так, в двух словах. То, чем мы сейчас занимаемся, без обид, может делать любой человек с улицы со средним образованием. Я больше года не участвую в работе муниципалитета и, по всей видимости, в следующем году тоже участвовать не буду. Я бы хотел, чтобы вы дали мне возможность сложить свои полномочия, потому что я работать в муниципалитете не буду. И участвовать в этом, не знаю, как сказать, действии, спектакле не хочу, - заявил Шапошников перед коллегами по ВКС.  Глава округа Денис Тихоненко на заседании объявил, что будет голосовать против сложения полномочий коллеги. Он объяснил это тем, что к работе Шапошникова нет претензий, а его решение вызвано эмоциями.  Устроить тайное голосование по вопросу о сложении мандата, по словам Тихоненко, не удалось по формальным причинам. Очно на заседании присутствовали 11 депутатов. Ровно столько необходимо для рассмотрения персональных вопросов. Перед голосованием один из муниципалов покинул заседание.  - Кворума не оказалось, потому что Александр Корецкий перед этим вопросом встал и ушел. Он зарегистрировался на вопросы как депутат, но ни в одном голосовании он не принимал участия. Не поднимал руку ни ""за"", ни ""против"", ни ""воздержался"", - рассказал ЗАКС.Ру Тихоненко.  Напомним, летом муниципалы со всей страны написали коллективное обращение к коллегам из Владимирского округа с критикой из-за досрочного прекращения полномочий Виталия Боваря*. Основанием для лишения мандата послужила якобы не сданная декларация о доходах и имуществе. Сам экс-муниципал уверен, что своевременно подал все необходимые документы. Он намерен оспорить решение совета через суд. Иск начнут рассматривать в конце октября.    * Виталий Боварь внесен Минюстом в реестр иностранных агентов  Константин Леньков, фото ЗАКС.Ру";
80;2023-08-30 12:51:05;Жительница Итальянской улицы в Петербурге через суд закрыла ресторан, который мешал ей шумом и запахамиКуйбышевский райсуд Петербурга рассмотрел иск жительницы дома 11 по Итальянской улице к компании, которая владеет итальянским рестораном на первом этаже здания.  Как сообщает объединенная пресс-служба судов Петербурга 29 августа, петербурженка требовала, чтобы из помещения на первом этаже изгнали предприятие общественного питания.  Истица уверяла, что от траттории на первом этаже в ее квартире постоянно стоит шум и вибрация, а также после перепланировки помещения ресторана к ней стали стекаться все запахи с кухни.  Руководство ресторана в суд не пришло, а через представителя заявило, что заведение право на комфортное проживание местной жительницы не нарушает.  Суд установил, что в помещении траттории действительно была проведена перепланировка. Её уже признали через суд незаконной. Собственники помещений дома также не давали разрешение на размещение воздуховода на фасаде дома.Поэтому суд запретил компании-владельцу осуществлять деятельность ресторана в помещениях на Итальянской, 11, до того, как госорганы дадут заключение о возможности устройства и работы вентиляции, установленной в помещении для работы траттории.Полный текст решения суда опубликован на сайте Куйбышевского районного суда по ссылке https://vk.com/away.php?to=https%3A%2F%2Fkbs--spb.sudrf.ru%2Fmodules.php%3Fname%3Dsud_delo%26srv_num%3D1%26name_op%3Ddoc%26number%3D620295007%26delo_id%3D1540005%26new%3D0%26text_number%3D1&cc_key=;https://vk.com/away.php?to=https%3A%2F%2Fkbs--spb.sudrf.ru%2Fmodules.php%3Fname%3Dsud_delo%26srv_num%3D1%26name_op%3Ddoc%26number%3D620295007%26delo_id%3D1540005%26new%3D0%26text_number%3D1&cc_key=
81;2023-08-30 10:02:31;Лампочка над Фонтанкой;
82;2023-08-29 14:14:24;По адресу Санкт-Петербург, ул. Большая Морская, 43 расположен изумительной красоты дом-памятник П.Н. Демидова. В разбитых чашах, уже несколько лет стоит табличка о противоаварийных работах. Работы не ведутся, чаши и скульптуры разрушаются.У города нет денег или эти предметы искусства некому контролировать? Где охрана государства, как написано на табличке? Обманули себя или город, наше достояние? Отправили запрос, посмотрим, что напишут…;
83;2023-08-29 07:48:54;"Здания комплекса Свято-Троицкой общины сестёр милосердия на 2-й Советской улице обрели статус региональных памятниковРаспоряжением председателя КГИОП Сергея Макарова «Свято-Троицкая община сестёр милосердия» включена в единый государственный реестр в качестве объекта культурного наследия регионального значения.  В состав памятника входят «Здание женской больницы (с церковью, амбулаторией и жилыми помещениями)», «Здание мужской больницы» и «Здание женской школы» (2-я Советская ул., д. 16, лит. А), а также «Часовня» (2-я Советская ул., д. 16, лит. Б).  Комплекс был выстроен во второй половине XIX века. Лицевые фасады зданий решены в формах эклектики. Облик, сохранившийся до настоящего времени, объекты приобрели после перестройки в 1889-1891 годах по проекту архитектора Владимира Родионовича Курзанова. Здание мужской больницы построено по проекту архитектора Александра Фёдоровича Красовского.  Первая в России община сестёр милосердия была учреждена в марте 1844 года на заседании во дворце принца Петра Георгиевича Ольденбургского, в котором приняли участие дочери императора Николая I великие княгини Мария и Александра, а также принцесса Терезия Васильевна Ольденбургская.  В том же году после смерти великой княгини Александры Николаевны императорская чета в память о дочери приняла общину под свое покровительство.  Община имела целью «попечение о бедных больных, утешение скорбящих, приведение на путь истины лиц, предавшихся пороку, воспитание детей бесприютных и исправление детей с дурными наклонностями».  Уже в апреле 1844 года для нужд общины был снят дом подполковницы Сучковой в Рождественской части (ул. 2-я Рождественская, ныне – 2-я Советская, 16). Полковник Сучков на свои средства переоборудовал дом под Заведение для сестёр милосердия из шести отделений.  Император Николай I выделил средства на устройство церкви. Она была освящена митрополитом Антонием накануне сорокового дня кончины великой княгини Александры Николаевны во имя Святой Живоначальной Троицы. По её названию общине сестёр милосердия в 1873 году было дано наименование «Свято-Троицкая».  Церковь располагалась на третьем этаже и имела небольшой купол. Храму общины был передан главный иконостас из церкви св. Марии Магдалины, некогда существовавшей в воспитательном обществе благородных девиц (Смольном монастыре). Палаты располагались в непосредственной близости от домовой церкви, чтобы больные могли слушать идущие в ней службы.  В первые же месяцы работы при общине были устроены богадельня для неизлечимо больных (в 1863 году было принято решение направлять сюда старых и немощных сестёр общины), приют для приходящих детей и исправительная детская школа (действовали до 1853 года).  В 1846 году начальницей общины стала британская подданная Сарра Александровна Биллер (урожденная Кильгем) – лютеранский миссионер и благотворительница, основательница Женской школы взаимного обучения и Магдалинского убежища для «раскаявшихся публичных женщин».  В 1847 году община перешла на попечение принца П.Г. Ольденбургского.  В 1848 году император утвердил устав, который регламентировал систему управления общины и образ жизни сестёр. Источником средств для существования общины были проценты с капитала, оставленного великой княгиней Александрой Николаевной, частные пожертвования и средства, вносимые некоторыми из сестёр при вступлении в общину.  Особой известностью пользовалась женская больница общины, в которую бесплатно принимались беднейшие пациентки. Первоначально больница была рассчитана на 25 мест, но к 1869 году число мест увеличилось до 58. При больнице был основан покой для приходящих больных – первая в России благотворительная амбулатория. С больницей общины сотрудничали врачи Николай Фёдорович Арендт, Николай Иванович Пирогов, Николай Фёдорович Здекауер, Евгений Васильевич Павлов и др.  Помещения больницы, как и все здания общины, неоднократно перестраивались. Впервые строения, принадлежавшие общине, были расширены в 1861 году архитектором Г.Х. Штегеманом; в 1872-1876 годах по проекту Е.С. Воротилова выстроен корпус на 3-й Рождественской, 13, перестроены дворовые флигели, церковь перенесена на третий этаж одного из них.  В 1882-1884 годах на соседнем с общиной участке на улице Дегтярной по проекту архитектора А.Ф. Красовского возведена мужская больница, рассчитанная на 50 мест и имевшая 13 палат.  В 1886 году принц Александр Петрович Ольденбургский, ставший попечителем общины после смерти отца, создал при ней Пастеровскую прививочную станцию для лечения больных бешенством. Станция содержалась на средства её основателя, а в декабре 1890 года на её базе был создан Институт экспериментальной медицины – первое в России научно-исследовательское учреждение в области медицины и биологии. В первые месяцы Первой мировой войны по указанию попечителя в общине был открыт Челюстной лазарет.  В 1889-1891 годах здания общины были перестроены по проекту архитектора В.Р. Курзанова. Тогда были заново выстроены жилые помещения и женская больница, которая имела семь палат и была рассчитана на 36 мест; при ней были устроены особые палаты для заболевших сестер. После этой реконструкции здания общины обрели облик, сохранившийся до наших дней.  В 1917 году Свято-Троицкая община сестёр милосердия вошла в состав Российского отделения красного креста. С приходом к власти большевиков община прекратила своё существование, однако основанные ею лечебные учреждения продолжали функционировать. В 1922 году они получили название «Больница им. 5-летия Октябрьской революции». Церковь была закрыта в мае 1922 года.  В 1931 году на базе больницы была открыта первая в городе станция переливания крови. К маю 1932 года станция была преобразована в Ленинградский институт переливания крови, который располагается в этом здании по сей день.  Имея опыт по массовой заготовке крови в годы войны с Финляндией (за эту работу в 1940 году институт был отмечен Орденом Трудового Красного Знамени), коллектив института уже в первый день Великой Отечественной войны начал структурную перестройку.  В день объявления войны началась эвакуация больных, находившихся в клиниках института. В освободившихся помещениях хирургической клиники на третьем этаже были оборудованы дополнительные операционные для взятия крови у доноров. С первого дня войны в институт шло огромное количество людей, которые хотели сдать кровь.  В сентябре 1941 года от разрывов фугасных бомб в Смольнинском районе в институте было выбито до 75% стекол. Ставшие ежедневными налёты и артобстрелы сделали невозможным заготовку крови в прежних условиях, и операционные для взятия крови и часть донорского отдела были переведены в бомбоубежище и в полуподвальное помещение.  В начале января 1942 года в связи со снижением интенсивности налётов и артобстрелов операционные были переведены в помещения на первом этаже с окнами на север, более безопасные при артобстрелах. Вскоре после начала обстрелов города в подвальном помещении было оборудовано общежитие для сотрудников, проживавших далеко от института.  В настоящее время в здании размещается филиал ФГБУ «Российский научно-исследовательский институт гематологии и трансфузиологии Федерального медико-биологического агентства».  ***  Использованы материалы государственной историко-культурной экспертизы выявленного объекта культурного наследия «Свято-Троицкая община сестёр милосердия» (государственный эксперт – Филипович М.И.), выполненной по заказу СПб ГКУ «Дирекция заказчика по ремонтно-реставрационным работам на памятниках истории и культуры».";
84;2023-08-27 20:02:49;Мост Белинского;
85;2023-08-26 20:09:52;К небу…;
86;2023-08-25 15:41:19;Пушкинская улица;
87;2023-08-24 20:21:04;"Улицы в центре Петербурга перекроют ради Дней БашкортостанаМероприятия, посвященные Дням Башкортостана в Санкт‑Петербурге, изменят схему проезда в центре города. В последние дни лета перекроют проезд и запретят парковку на ряде улиц, сообщает 24 августа пресс-служба комитета по транспорту.  Перекрывать движение будут на следующих участках:  с 00:00 25 августа до 23:59 27 августа — на Миллионной улице от набережной Зимней канавки до Мошкова переулка; с 00:00 25 августа до 23:59 31 августа — в проезде вдоль домов 4 и 6–8 по Дворцовой площади и на Миллионной улице от Дворцовой площади до набережной Зимней канавки; с 00:00 26 августа до 23:59 27 августа — на четной стороне набережной Мойки от Невского проспекта до Конюшенного переулка, в Волынском переулке и на набережной Зимней канавки от Миллионной улицы до набережной Мойки.На первых двух участках одновременно с перекрытиями будет действовать запрет остановки транспорта. С полуночи 26 августа до 23:59 27 августа запретят парковаться на нечетной стороне набережной Мойки от Мошкова переулка до Невского проспекта и на четной — от Невского проспекта до Конюшенного переулка.  В рамках Дней Башкортостана в центре Петербурга пройдут гастрономический фестиваль, мастер-классы по ремеслам и ярмарка.";
88;2023-08-22 20:18:22;🇷🇺 Поздравляем с Днём Государственного флага Российской Федерации! 🇷🇺;
89;2023-08-22 16:55:56;На Невском проспекте подключили новый светофорный объект. Пешеходный переход на пересечении с Харьковской улицей стал регулируемым. Четыре светофора – часть новой схемы движения на Невском проспекте, где в 2023 году появилась выделенная полоса для общественного транспорта. Теперь для пешеходов, а также пассажиров троллейбусных маршрутов №№ 1, 16, 22 и автобусных маршрутов №№ 24, 27, 65 и 191 обеспечен безопасный переход дороги. Всего в рамках адресной программы на 2023 год запланировано строительство в Санкт-Петербурге 48 новых светофорных объектов.Кроме перекрёстка Невского проспекта и Харьковской улицы, в Центральном районе светофоры в текущем году появятся по адресам: Невский пр. – пр. БакунинаЗвенигородская ул., д. 6Владимирский пр., д. 5 ( – Стремянная ул.)Литейный пр. – Артиллерийский пер.Отметим, что появления нового светофора на Литейном проспекте местные жители добивались с 2020 года. Фотографии: Вадим Суходольский.;
90;2023-08-21 16:50:51;Легковой автомобиль подрезал мотоциклиста на Владимирском проспектеПредварительно, байкер серьёзно не пострадал.Подробности уточняются.;
91;2023-08-20 18:39:12;Притяжение Соляного переулка…;
92;2023-08-20 12:52:34;Объявление на Коломенской улице.Любуемся!;
93;2023-08-20 07:48:00;Улица Марата и Невский проспект;
94;2023-08-19 13:16:45;За хорошие дела нужно говорить: спасибо!  🖇 Компания «ТЮЗ» в лице генерального директора Гергиева Алана Вячеславовича, по обращению депутата Законодательного Собрания Санкт-Петербурга, Ржаненкова Александра Николаевича при участии общественного Совета жителей избирательного округа № 2 безвозмездно приобрела для Окружного военного клинического госпиталя № 442 медицинские препараты и оборудование на крупную сумму.  🖇 ООО «ТЮЗ» и в дальнейшем планирует ежемесячно оказывать содействие для нужд раненых, проходящих лечение в Окружном военном клиническом госпитале № 442, который расположен в Центральном районе.  🖇 Хорошо, когда бизнес считает нужным безвозмездно помогать в сложное время и участвовать в жизни военнослужащих, защищающих интересы нашей страны. Благодарим 🍀;
