date;id;text;views.count;likes.count;reposts.count;type;link;from_id;post_id;parents_stack;group_name
2024-01-31 18:16:54;661;"31 января прошел очередной круглый стол по теме ""Обсуждение вопросов  ЖКХиБ. Планы на 2024 год"" с участием общественных советников, активистов района. При активном участии депутатов СДМО Внуково от партии  Единая Россия рассмотрели актуальные вопросы по уборке района от снега, капитальному ремонту МКД, организации транспортной доступности. Проблемные вопросы взяли в работу, по  итогу проинформируем участников встречи. #ЕР #жителиМКД #годпервичекЕР # ШГП #ЕРМосква";139.0;2;0.0;post;;;;;Управа района Внуково города Москвы
2024-01-29 10:58:35;659;"В эту субботу Молодежная палата Внуково провела спортивные игры, веселые эстафеты и интеллектуальную викторину на катке в рамках программы ""Наш двор. Добрые соседи""";135.0;6;0.0;post;;;;;Управа района Внуково города Москвы
2024-01-29 10:45:15;658;Поздравляем председателя Молодёжной палаты района Внуково Сабирову Алису с заслуженными наградами. Желаем дальнейших успехов в работе!;85.0;1;0.0;post;;;;;Управа района Внуково города Москвы
2024-01-24 13:42:46;657;Уважаемые жители района Внуково!Уже в эту субботу (27 января) в 15:00 мы приглашаем детей и взрослых на уличное дворовое мероприятие «Наш двор. Дискотека на льду» ❄️⛸️Мы с вами будем играть и веселиться на льду катка у Альбатроса, 📍 по адресу: ул. Рассказовская, 31Захватите с собой коньки и веселое настроение 🔥;123.0;7;0.0;post;;;;;Управа района Внуково города Москвы
2024-01-17 11:05:04;654;Уважаемые жители!ГБУ «МОСГОРСПОРТ» Москомспорта приглашает взрослых и детей (с 7 лет) на БЕСПЛАТНЫЕ ЗАНЯТИЯ ПО ПЛАВАНИЮ в бассейне нового спортивного комплекса «ПЕГАС», расположенного по адресу: ул. Изваринская, д. 2/1.Подобрать удобное время занятий и подать заявку можно через сайт СПОРТСЕКЦИИ.РФ или лично в офисе по адресу: Кременчугская ул., д. 5, к. 3. Время работы: ПН - ПТ (9.00 - 20.00).По всем вопросам можно обращаться по телефону +7 (495) 198-08-03, доб. 010 (Управления массового спорта по ЗАО);106.0;3;0.0;post;;;;;Управа района Внуково города Москвы
2024-01-07 13:10:03;648;С Рождеством!;136.0;4;0.0;post;;;;;Управа района Внуково города Москвы
2024-01-01 00:20:48;647;С новым годом!;134.0;5;0.0;post;;;;;Управа района Внуково города Москвы
2023-12-27 09:39:52;643;С 1 по 8 января парковки в Москве будут бесплатными.Это касается всех улиц, включая те, где действуют тарифы 380 и 450 рублей в час. При этом закрытые парковки со шлагбаумами продолжат работать по своим обычным тарифам.;141.0;2;0.0;post;;;;;Управа района Внуково города Москвы
2023-12-25 12:57:25;640;Ровно 10 лет назад по распоряжению мэра Москвы Сергея Собянина был создан институт общественных советников. В преддверии Нового года в рамках празднования юбилея института общественных советников поздравили общественных советников с праздниками, обсудили итоги работы и наметили планы на будущее. От главы управы самым активным общественным советникам вручили благодарственные письма и памятные подарки. От всей души благодарим общественных советников за активную гражданскую позицию и большой вклад в развитие района, желаем неиссякаемой энергии и успехов в работе на благо нашего района, крепкого здоровья, мира и благополучия!;290.0;10;1.0;post;;;;;Управа района Внуково города Москвы
2023-12-17 20:04:51;632;Борьба с последствиями снегопадов идёт без выходных. 💪;285.0;8;1.0;post;;;;;Управа района Внуково города Москвы
2023-12-15 13:58:51;630;В деревне Толстопальцево стоит памятник жителям, погибшим в годы Великой Отечественной войны. Благоустройство его территории – это дань уважения перед поколением, прошедшим войну, перед их мужеством и стойкостью. Так, к 82-й годовщине Битвы под Москвой силами специалистов Департамента капитального ремонта и компании «Строй Транс» были выполнены работы по благоустройству прилегающей территории. Ко Дню Победы будут выполнены мероприятия по озеленению. От имени жителей нашего района выражаем признательность руководству и сотрудникам организаций за выполненную работу, сохранение исторической памяти и бережное отношение к местам российской славы.;173.0;1;0.0;post;;;;;Управа района Внуково города Москвы
2023-12-11 13:49:45;626;Столичные газовики запустили портал о пользовании газом в быту;94.0;0;0.0;post;;;;;Управа района Внуково города Москвы
2023-12-09 11:16:47;623;👏👏👏;103.0;0;0.0;post;;;;;Управа района Внуково города Москвы
2023-12-07 13:51:02;618;"Мороз и солнце; день чудесный!";278.0;14;1.0;post;;;;;Управа района Внуково города Москвы
2023-12-06 13:39:17;615;"ГБУ ""Жилищник района Внуково"" наградили в смотре-конкурсе ""Город для всех"" в номинации ""Организация, создавшая лучшие условия доступности инвалидам и иным маломобильным гражданам дворовой территории""";358.0;8;0.0;post;;;;;Управа района Внуково города Москвы
2023-12-05 15:21:00;613;Возложение цветов к Мемориалу Великой Отечественной войны в деревне Толстопальцево и Стеле летчикам гражданской авиации, погибшим в годы ВОВ в годовщину контрнаступления под Москвой;182.0;13;0.0;post;;;;;Управа района Внуково города Москвы
2023-12-01 10:35:13;607;Вечером у Стелы;210.0;10;0.0;post;;;;;Управа района Внуково города Москвы
2023-12-01 09:13:08;606;В числе победителей конкурса «Общественное признание» Киселева Валентина Николаевна, председатель общественной организации инвалидов района Внуково;131.0;3;0.0;post;;;;;Управа района Внуково города Москвы
2023-11-24 22:12:31;603;Катки с искусственным льдом в ЗАО;127.0;0;0.0;post;;;;;Управа района Внуково города Москвы
2023-11-24 15:44:15;602;Открытие катка на ул. Рассказовская⛸;402.0;28;3.0;post;;;;;Управа района Внуково города Москвы
2023-11-23 13:09:48;601;Ура! Открытие катка на ул Рассказовская д.31 в эту пятницу!;171.0;11;1.0;post;;;;;Управа района Внуково города Москвы
2023-11-21 09:19:22;600;Уважаемые жители! Оформить льготу по оплате жилья, коммунальных услуг и услуг связи теперь можно только в электронном виде на портале mos.ru. Статус и результат рассмотрения заявления будут доступны в личном кабинете. https://www.mos.ru/news/item/132309073/;122.0;3;1.0;post;https://www.mos.ru/news/item/132309073/;;;;Управа района Внуково города Москвы
2023-11-16 14:17:32;597;Новый продуктовый магазин открылся на ул Аэрофлотская;213.0;7;0.0;post;;;;;Управа района Внуково города Москвы
2023-11-16 11:54:42;595;Уважаемые жители! По адресу: 2-я Рейсовая улица, дом 25 Б после ремонта открылся Центр Московского Долголетия Внуково. В Центре Московского Долголетия имеется тренажерный зал, теннисный стол, кулинарная студия и много всего интересного. Центры московского долголетия - это уникальные пространства для жителей Москвы старше 55 лет. Центр открыт ежедневно, с 10:00 до 20:00;267.0;11;1.0;post;;;;;Управа района Внуково города Москвы
2023-11-10 15:36:25;592;Принятие клятвы юнармейцами в Музее Победы;121.0;0;0.0;post;;;;;Управа района Внуково города Москвы
2023-11-09 09:47:42;591;"Волонтерская рота Всероссийской общественной организации ""БОЕВОЕ БРАТСТВО"" восстановила граффити, посвященное воинам Афганцам на улице Интернациональная д.4 с.1";425.0;14;1.0;post;;;;;Управа района Внуково города Москвы
2023-11-04 18:17:03;590;С праздником! 🇷🇺;142.0;2;1.0;post;;;;;Управа района Внуково города Москвы
2023-10-31 10:41:29;587;С начала реализации программы реновации более чем в 90 районах и поселениях столицы началось переселение горожан. В этом году переселение в новые дома начали жители района Внуково.https://www.mos.ru/news/item/131441073/;139.0;3;0.0;post;https://www.mos.ru/news/item/131441073/;;;;Управа района Внуково города Москвы
2023-10-30 09:05:50;585;28 октября состоялся чин положения камня в основание строящегося храма Патриаршего Подворья во Внуково при храме Веры, Надежды, Любови и матери их Софии. Архиепископ Одинцовский и Красногорский Фома, управляющий Западным викариатством совместно с Благочинным храмов Михайловского округа Западного викариатства г. Москвы Протоиереем Георгием Студеновым, настоятелем храма иереем Дмитрием Бованенко, а также со всеми служителями и прихожанами, заложили капсулу и камни в основание будущего храма и совершили молебен. Окончание строительства подворья планируется в 2025г. В данный момент регулярные богослужения на Подворье совершаются в малом деревянном храме;301.0;15;1.0;post;;;;;Управа района Внуково города Москвы
2023-10-26 14:51:53;582;На Красной площади 5–7 ноября будет работать музей под открытым небом. Экспозиция познакомит с историей начала Великой Отечественной войны и бытом жителей Москвы того времени, которые героически защищали свой город  https://www.mos.ru/mayor/themes/3299/10260050/;144.0;3;0.0;post;https://www.mos.ru/mayor/themes/3299/10260050/;;;;Управа района Внуково города Москвы
2023-10-24 13:56:02;580;"УРА! Открытие спортивного комплекса ""Пегас"" на ул. Изваринская! 🏆";141.0;2;1.0;post;;;;;Управа района Внуково города Москвы
2023-10-19 16:17:49;577;"18.10.2023 в ГБОУ Школа № 41 имени Г.А.Тарана прошел ряд мероприятий, посвященных Дню рождения Героя Советского Союза Григория Алексеевича Тарана, чье имя с гордостью носит школа № 41. На классных часах ребята и классные руководители выступили с сообщениями, показали архивные фотографии, иллюстрирующие интересный и сложный путь Григория Алексеевича, возложили цветы к бюсту Г.А.Тарана, почтили минутой молчания память Героя. Кадеты 8 класса вместе с начальником библиотечного отдела КЦ ""Внуково"" Семкиной Лидией Михайловной возложили цветы к портрету Григория Алексеевича на Аллее Славы во Внуково.";188.0;3;1.0;post;;;;;Управа района Внуково города Москвы
2023-10-16 10:53:14;563;"С 10.10.2023 по 27.10.2023 в Культурном центре ""Внуково"" проводится книжная выставка Книжно-иллюстративная выставка ""Книжные паруса Владислава Крапивина"" 85 лет со дня рождения (1938-2020), детского писателя, поэта, сценариста, журналиста и педагога. Вниманию читателей предлагаются книги «Та сторона, где ветер», «Сказки капитанов», «Оруженосец Кашка», «Журавлёнок и море» и др.";232.0;3;0.0;post;;;;;Управа района Внуково города Москвы
2023-10-16 10:50:54;562;"В Северно-Западном микрорайоне благоустроили собачью площадку по программе ""Мой район""";210.0;3;0.0;post;;;;;Управа района Внуково города Москвы
2023-10-16 10:37:23;561;В целях выполнения программы по приведению отдельных элементов газораспределительной сети к единой степени надежности и безопасности при эксплуатации, а также в связи с длительным сроком эксплуатации газопроводов, АО «МОСГАЗ» планирует проведение работ по реконструкции газораспределительной сети района Внуково города Москвы. Список адресов для выполнения инженерно-изыскательских работ: 1 Рассказовская улица д. 10 2 Плотинная улица д. 1 3 Плотинная улица д. 13 4 Плотинная улица д. 16 5 Штурманская улица д. 2 6 Штурманская улица д. 19 7 Штурманская улица д. 21 8 Штурманская улица д. 30 9 Штурманская улица д. 35 10 Штурманская улица д. 36 11 Насосная улица д. 11 12 Насосная улица д. 13 13 Насосная улица д. 31 14 Насосная улица д. 37 Ответственный представитель АО «МОСГАЗ» - Ковалев Евгений Вячеславович +7 (916) 346-21-56;123.0;2;0.0;post;;;;;Управа района Внуково города Москвы
2023-10-05 11:36:30;553;Глава управы района Внуково поздравил учителей школы №41 им. Г.А.Тарана с Днем учителя;157.0;2;0.0;post;;;;;Управа района Внуково города Москвы
2023-10-05 10:30:27;552;Уважаемые жители!Государственная ветеринарная служба города Москвы проводит БЕСПЛАТНУЮ ВАКЦИНАЦИЮ ДОМАШНИХ ЖИВОТНЫХ ПРОТИВ БЕШЕНСТВА  ВАКЦИНАЦИЯ БУДЕТ ПРОВОДИТЬСЯ:  07 ОКТЯБРЯ 2023 г. С 10-00 ДО 14-00  г. МОСКВА, Изваринская, д. 3А  ПОЛУЧИТЬ КОНСУЛЬТАЦИЮ ПО ВОПРОСАМ ПРОФИЛАКТИКИ БЕШЕНСТВА МОЖНО ПО ТЕЛЕФОНУ: +7(495)731-51-69 (С 9-00 ДО 20-00) Солнцевский ветеринарный участок СББЖ ЗиЮЗАО г.Москвы расположен по адресу: г.Москва, Боровское ш., д.48, режим работы: с 9-00 до 21-00;663.0;3;2.0;post;;;;;Управа района Внуково города Москвы
2023-10-03 10:49:31;550;Новые мостики через Алёшин ручей в Северо-Западном микрорайоне;239.0;2;1.0;post;;;;;Управа района Внуково города Москвы
2023-10-03 10:43:12;549;"C 30.09.2023 по 01.10.2023 в Культурном центре ""Внуково"" прошел III Фестиваль местной молодежной культурны ""Нетшин-Внук"". Фестиваль проводится с 2021 года при сотрудничестве инициативной группы молодёжи района Внуков и Культурного центра ""Внуково"". Цель фестиваль это создание социокультурного пространства для трансляции творческих достижений молодежи Западного административного округа города Москвы.";153.0;0;0.0;post;;;;;Управа района Внуково города Москвы
2023-09-29 13:00:26;548;Совсем скоро свершится главное культурное событие этого года для жителей района «Внуково» — уже этой осенью пройдёт III Фестиваль местной молодёжной культуры «Нетшин-Внук»! 📍Все желающие смогут прийти на фестиваль и посетить интересные выставки, лекции, встречи со специальными гостями, показ мод, перфомансы и многое другое. 📅Когда: 30 сентября-1 октября📍Где: Культурный центр «Внуково»📍Возрастная категория: 16+🔝Интересное рядом, приходите и убедитесь сами! 📌Актуальная программа фестиваля доступна по ссылке: https://clck.ru/35fhoP;145.0;1;0.0;post;https://clck.ru/35fhoP;;;;Управа района Внуково города Москвы
2023-09-29 11:15:23;547;Волейбольный турнир во Внуково 🏐Уже в эту субботу состоится долгожданное соревнование среди жителей района ВнуковоВстречаемся 30 сентября в 17:00 на волейбольной площадке у школы № 41 по адресу:📍 ул. Интернациональная, 10 Для участия вашей команды необходимо зарегистрироваться по ссылке: https://forms.gle/8W3kDdNdJpvFXB197До солнечной и теплой субботы! ☀;149.0;1;0.0;post;https://forms.gle/8W3kDdNdJpvFXB197До;;;;Управа района Внуково города Москвы
2023-09-27 09:03:40;546;Начало сбора и разминка в 11.00;149.0;1;0.0;post;;;;;Управа района Внуково города Москвы
2023-09-25 11:23:23;545;Департамент городского имущества города Москвы инициировал мероприятия по изменению адресов с использованием элемента улично-дорожной сети «Спортивная улица» с целью их корректного размещения в государственном адресном реестре;165.0;1;0.0;post;;;;;Управа района Внуково города Москвы
2023-09-21 15:05:13;543;Памятка о газовой безопасности;182.0;1;0.0;post;;;;;Управа района Внуково города Москвы
2023-09-20 10:36:14;542;ВНИМАНИЕ! Государственная ветеринарная служба города Москвы проводит БЕСПЛАТНУЮ ВАКЦИНАЦИЮ ДОМАШНИХ ЖИВОТНЫХ  ПРОТИВ БЕШЕНСТВА  ВАКЦИНАЦИЯ БУДЕТ ПРОВОДИТЬСЯ: 23 СЕНТЯБРЯ 2023 г. С 10-00 ДО 14-00 Г. МОСКВА, 1-я Внуковская, д. 8/8  ПОЛУЧИТЬ КОНСУЛЬТАЦИЮ ПО ВОПРОСАМ ПРОФИЛАКТИКИ БЕШЕНСТВА МОЖНО ПО ТЕЛЕФОНУ: +7(495)731-51-69 (С 9-00 ДО 20-00) Солнцевский ветеринарный участок СББЖ ЗиЮЗАО г.Москвы расположен по адресу: г.Москва, Боровское ш., д.48, режим работы: с 9-00 до 21-00;179.0;4;1.0;post;;;;;Управа района Внуково города Москвы
2023-09-14 10:14:48;536;"Проект курирует ВООВ ""Боевое Братство"" и депутат ГосДумы РФСаблин Д.В.";152.0;1;0.0;post;;;;;Управа района Внуково города Москвы
2023-09-12 15:57:41;535;Уважаемые жители, 14 сентября пройдет концерт, посвященный Дню авиаторов;178.0;5;0.0;post;;;;;Управа района Внуково города Москвы
2023-09-09 12:12:01;534;Голоса принимают три дня — с 8 по 10 сентября Проголосовать онлайн можно с 08:00 8 сентября до 19:59 10 сентября. Избирательные участки будут открыты с 08:00 до 20:00 все три дня.;202.0;3;0.0;post;;;;;Управа района Внуково города Москвы
2023-09-07 14:13:24;533;"День города у КЦ ""Внуково""";207.0;2;0.0;post;;;;;Управа района Внуково города Москвы
2023-09-07 14:09:10;532;Праздничная программа ко Дню города в Северо-Западном микрорайоне;179.0;0;0.0;post;;;;;Управа района Внуково города Москвы
2023-09-04 13:58:47;531;Колосков Максим Сергеевич прислал нам свои стихи ко Дню городаМосква – широкая душа! От Владивостока до Калининграда, От Чёрного до Белого морей На карте есть такая координата, Где пульс России ощущается сильней!  Москва, ты Сердце и Душа большой страны! Дороги все ведут в Столицу! Российские города – её Сыны. Враг не пройдёт через границу!!!  Как Вифлеемская звезда Горит на Спасской башне! Проносятся стремглав года, Она всё светит ярче!  Люблю бродить по улицам пешком! Историей пропитана брусчатка! Москва прошла Крещение огнём! Теперь стальная у столицы хватка! Наполеон бежал отсюда без оглядки! И Гитлеру дружно дали мы отпор! Ни раз примеряла образ ты солдатки, Меняя сарафан свой на камзол.  Я по твоим заставам, переулкам Бродить готов хоть до утра! Вверяли тут свои секреты дубам Булгаков, Лермонтов, Цветаева!  Москва – изящная Аристократка! Ты посмотри вокруг себя: Вот по Тверской несётся театралка, В руках билет свой теребя!  А к библиотеке Ленина спешат Студенты и аспиранты Старинные стены её хранят Древнейшие фолианты! Москва – широкая Душа! Свои объятья раскрывает! И хлебосольна, и щедра, Когда Друзей своих встречает!  Едва коснётся солнца луч, И Красная площадь оживает! Язык туристов так певуч, Что даже сердце замирает!  Тут и без слов поймут друг друга Узбек китайца и наоборот. И в этом лишь Москвы заслуга Дружбы и Товарищества оплот!  От сталинских высоток захватывает дух!!! На шпиль взобраться бы и, руки размахнув, Почувствовать себя вдруг птицей, Взмывая к небесам, И прокричать: «Люблю тебя, Столица! Ты в сердце поселилась у меня!!!»;244.0;2;0.0;post;;;;;Управа района Внуково города Москвы
2023-09-01 10:55:26;526;Долгожданное открытие поликлиники №212 филиала №217! Спасибо строителям за проделанную работу!;252.0;9;3.0;post;;;;;Управа района Внуково города Москвы
2023-08-31 12:24:18;525;Биометрия против мошенников и обмана! Некоторые телеграм-каналы сообщают, что российские банкоматы будут записывать биометрические данные без возможности удаления, и призывают до 31 августа подписать обязательный «отказ от предоставления биометрических данных в общую базу». Что так напугало фейкоделов и какой вброс они сочинили про российские Госуслуги? Об этом и о многом другом — в новом выпуске программы «АнтиФейк».https://www.1tv.ru/shows/antifeyk/vypuski/antifeyk-vypusk-ot-31-08-2023;166.0;0;0.0;post;https://www.1tv.ru/shows/antifeyk/vypuski/antifeyk-vypusk-ot-31-08-2023;;;;Управа района Внуково города Москвы
2023-08-31 11:06:28;524;Атмосферный творческий эко-пикник «Лето, прощай». Вход свободный;155.0;2;0.0;post;;;;;Управа района Внуково города Москвы
2023-08-29 10:31:50;521;"День открытых дверей в СДЦ ""Лотос"" 🌸";164.0;0;0.0;post;;;;;Управа района Внуково города Москвы
2023-08-28 11:50:51;519;Фото дня;1284.0;29;2.0;post;;;;;Управа района Внуково города Москвы
2023-08-28 09:08:53;518;"Уважаемые жители! Сегодня пройдёт День открытых дверей в Культурном Центре ""Внуково"" по адресу: ул. Большая Внуковская, д. 6";169.0;1;0.0;post;;;;;Управа района Внуково города Москвы
2023-08-24 16:43:50;516;Горожане, голосующие онлайн, могут выиграть дополнительные баллы и потратить их на поощрения от партнеров программы или направить на помощь нуждающимся. Москвичи, ставшие победителями акции #ВыбираемВместе2023 программы «Миллион призов», смогут потратить выигранные баллы на благотворительность. К программе присоединились 55 благотворительных организаций, которые помогают людям с ограниченными возможностями здоровья, детям с серьезными заболеваниями, семьям в трудной жизненной ситуации, а также бездомным животным. https://www.mos.ru/news/item/128559073/;195.0;4;0.0;post;https://www.mos.ru/news/item/128559073/;;;;Управа района Внуково города Москвы
2023-08-23 11:00:14;515;Уважаемые жители, приглашаем принять участие в физкультурно-оздоровительном празднике Внуковский рубеж!;194.0;2;0.0;post;;;;;Управа района Внуково города Москвы
2023-08-23 10:54:58;514;Занятия для малышей;312.0;5;1.0;post;;;;;Управа района Внуково города Москвы
2023-08-23 10:49:51;513;Первые поезда проехали в тестовом режиме по новому участку Солнцевской линии метро от станции «Рассказовка» до «Аэропорта Внуково». Их планируют открыть в этом году.https://www.mos.ru/news/item/128410073/;160.0;1;0.0;post;https://www.mos.ru/news/item/128410073/;;;;Управа района Внуково города Москвы
2023-08-20 21:35:25;512;С праздником!;155.0;0;0.0;post;;;;;Управа района Внуково города Москвы
2023-08-17 13:07:01;510;"Ответы на самые частые вопросы ""Мосгазу""";124.0;0;0.0;post;;;;;Управа района Внуково города Москвы
2023-08-11 15:10:20;508;"Сегодня, на спортивном стадионе Школы №41 по адресу ул. Интернациональная, д. 10, прошёл спортивный праздник ""День спорта во Внуково"", посвященный Дню физкультурника, организованный Спортивно-досуговым центром ""Лотос"". Всё участники получили грамоты медали и памятные призы.";202.0;3;0.0;post;;;;;Управа района Внуково города Москвы
2023-08-11 13:38:26;507;Акция по сбору канцелярских принадлежностей и других необходимых для учебы вещей для учащихся школ новых регионов Российской Федерации;171.0;1;0.0;post;;;;;Управа района Внуково города Москвы
2023-08-08 12:56:13;506;Теперь в кадровый резерв города Москвы можно попасть с 6 лет7 августа в Москве стартовала профориентационная акция «ТехноЗнайка» для детей от 6 лет, направленная на раскрытие потенциала с раннего возраста. На бесплатных мастер-классах дети смогут протестировать свои возможности в инновационных и творческих направлениях: в создании мультфильма, сборке электронных схем, робототехнике, программировании, разработке программ VR и AR, столярном деле, сити-фермерстве, в графическом дизайне, живописи и рисовании, в аддитивных технологиях. Именно занятие профориентацией помогает детям осознать свои интересы, способности и цели, а также готовит их к успешному будущему, уменьшает стресс и неуверенность, и способствует достижению успеха и удовлетворения в жизни. Занятия длительностью до 2-х часов пройдут в разных районах города до 13 августа на более чем 70 площадках. Зарегистрироваться можно на портале technopark-kids.ru по ссылке https://clck.ru/35CY9t . Для всех участников акции предусмотрен бонус: каждый пользователь, записавшийся на любое мероприятие до 24 сентября 2023 г., может бесплатно получить билет на масштабную выставку «Смешарики. Искусство быть круглым», посвященную юбилею знаменитого мультсериала. Благодаря таким масштабным акциям по профориентации, старшее поколение может быть мостом между молодыми людьми и миром работы, обеспечивая им знания и опыт для успешной карьеры!;168.0;2;0.0;post;https://clck.ru/35CY9t;;;;Управа района Внуково города Москвы
2023-08-08 12:47:32;505;Уважаемые жители! С 1 августа до 10 сентября в «Лужниках» проходит Московский урбанистический форум. В течение 6-ти недель ежедневно будут организованы спортивные, культурные, развлекательные, познавательные мероприятия: от лекториев по естественным наукам до тренировок на открытом воздухе и игры «Что? Где? Когда?». Принять участие можно абсолютно бесплатно в любой день кроме понедельника и детям, и взрослым, но на некоторые мероприятия требуется предварительная регистрация. Полное расписание с описанием и временем смотрите по ссылке: https://mosurbanforum.ru/areas/lugniki/. Приходите и поучаствуйте в настоящих киносъёмках, прокатитесь на колесе обозрения высотой с девятиэтажный дом, попробуйте самые современные виды спорта и погрузитесь в мир интерактивных технологий!;137.0;2;0.0;post;https://mosurbanforum.ru/areas/lugniki/.;;;;Управа района Внуково города Москвы
2023-08-08 11:50:48;504;"В Культурном центре ""Внуково"" прошел курс лекций по истории искусств. Вместе с участниками обсудили признаки той или иной эпохи искусств на конкретных примерах. Темы лекций: ""Первобытное искусство"", ""Античность"", Древний Восток"", ""Средние века"" и ""Эпоха возрождения"".";181.0;2;0.0;post;;;;;Управа района Внуково города Москвы
2023-08-02 08:48:30;497;Строительство метро на финишной прямой! https://stroi.mos.ru/news/sobianin-stroitiel-stvo-mietro-vo-vnukovo-vyshlo-na-finishnuiu-priamuiu;137.0;3;0.0;post;https://stroi.mos.ru/news/sobianin-stroitiel-stvo-mietro-vo-vnukovo-vyshlo-na-finishnuiu-priamuiu;;;;Управа района Внуково города Москвы
2023-08-01 12:44:12;496;Неспальный район;112.0;2;0.0;post;;;;;Управа района Внуково города Москвы
2023-07-31 12:16:04;495;"Программа ""Мой район - Наш двор"" в поселке Толстопальцево";253.0;6;0.0;post;;;;;Управа района Внуково города Москвы
2023-07-28 16:00:44;494;Мероприятие для жителей деревни и поселка Толстопальцево;205.0;2;1.0;post;;;;;Управа района Внуково города Москвы
2023-07-28 13:41:30;492;"27 июля на ул. Базовая прошло мероприятие по программе МЭРа Москвы ""Мой район - Наш двор""";212.0;5;0.0;post;;;;;Управа района Внуково города Москвы
2023-07-27 14:18:34;491;Праздник двора на ул. Базовая;159.0;3;0.0;post;;;;;Управа района Внуково города Москвы
2023-07-27 13:47:48;490;Стартовал второй всероссийский конкурс «Лучший дом. Лучший двор»;111.0;1;0.0;post;;;;;Управа района Внуково города Москвы
2023-07-24 16:27:56;489;Спортивное мероприятие забег «Моспром»;137.0;0;0.0;post;;;;;Управа района Внуково города Москвы
2023-07-24 09:30:24;487;"Мероприятие по программе мэра Москвы совместно с молодежной парламентом Москвы ""Мой район"" на ул. Изваринская, д.3, корп.3";194.0;5;0.0;post;;;;;Управа района Внуково города Москвы
2023-07-21 16:25:24;486;Обратите внимание на перенос начала мероприятия! Развлекательное мероприятие 23.07 во дворе ул. Изваринская д.3, к.3;168.0;3;0.0;post;;;;;Управа района Внуково города Москвы
2023-07-20 20:18:54;485;"19.07.2023 в Культурном центре ""Внуково"" состоялась лекция о плакатах в творчестве Маяковского к 130-летию со Дня рождения поэта. Мир советского плаката невероятно интересен и уникален. Громкие заголовки, яркие идеи и емкие запоминающиеся лозунги. И, конечно,​ немаловажную роль в этом виде творчества сыграл Владимир Владимирович Маяковский!";168.0;1;0.0;post;;;;;Управа района Внуково города Москвы
2023-07-19 16:53:28;484;Капитальный ремонт поликлиники на Насосной.Оборудование уже завезли. Идет подключение коммуникаций;339.0;14;3.0;post;;;;;Управа района Внуково города Москвы
2023-07-17 09:47:55;482;"В это воскресенье прошла праздничная программа ""Мой район"" в парке за КБО";210.0;9;0.0;post;;;;;Управа района Внуково города Москвы
2023-07-15 23:49:04;480;"Ребята из молодёжного парламента провели мероприятие ""Мой район"". Весёлые старты, викторины и призы достались юным участникам в Северо-Западном микрорайоне района Внуково";181.0;9;0.0;post;;;;;Управа района Внуково города Москвы
2023-07-14 15:22:01;476;"В это воскресенье в парке за КБО пройдет мероприятие ""Мой район""";168.0;6;1.0;post;;;;;Управа района Внуково города Москвы
2023-07-14 11:26:36;475;"Уважаемые жители! Приходите завтра на интерактив ""Мой район"" на детской площадке ул. Интернациональная д. 2 к.1";141.0;4;0.0;post;;;;;Управа района Внуково города Москвы
2023-07-12 16:46:36;474;"В 2023 году Музей истории района Внуково присоединяется к городской программе ""Московская музейная неделя"".В рамках акции ""Московская музейная неделя"" в 2023 году Музей истории района Внуково будет работать бесплатно для всех категорий посетителей в среду третьей недели каждого месяца: 12 июля, 16 августа, 13 сентября, 11 октября, 15 ноября, 13 декабря. Для посещения музея в рамках акции в указанные дни необходимо оформить бесплатный электронный билет https://www.mos.ru/afisha/event/260741257/Также можно оформить бесплатный билет непосредственно в музее";225.0;3;0.0;post;https://www.mos.ru/afisha/event/260741257/Также;;;;Управа района Внуково города Москвы
2023-07-12 10:15:38;473;Напоминаем, жители нашего района до конца августа имеют уникальную возможность пройти обследование у врачей в павильоне «Здоровая Москва», который в эти дни работает в парке Мещерский. В павильоне прием граждан ведут врачи поликлиники №212 и педиатры из 132-й поликлиники.  Чтобы пройти обследование, москвичам нужно иметь при себе полис ОМС или любой другой документ, с помощью которого можно подтвердить личность. Москвичи могут пройти обследование у специалистов в любое удобное время: павильон открыт с 8 утра до 22 часов вечера. Само прохождение врачей займет не более часа, поэтому его вполне можно совместить с прогулкой по парку. Павильон работает без перерывов по адресу улица Воскресенская, дом 3 - Зона отдыха «Мещерское»;146.0;1;0.0;post;;;;;Управа района Внуково города Москвы
